phone_number,email,credit_score,age_group,family_background,income,occupation,previous_interaction,comments,intent
+1-353-729-4286x350,conniebrown@gmail.com,619,51+,Single,972952,Business,No,urgent,1
365-134-5866x97407,douglaszimmerman@gmail.com,433,36-50,Married,151808,Engineer,No,please call back,0
2592523193,fpierce@walker-moore.com,816,51+,Single,881912,Student,Yes,follow up later,1
332.985.6071x8689,kguzman@gmail.com,517,26-35,Single,832966,Engineer,Yes,please call back,1
(925)599-3700x1304,combschristina@ho.net,337,51+,Married with Kids,471086,Doctor,Yes,,1
236-654-9353x0319,dawnroach@gmail.com,381,26-35,Married with Kids,635827,Student,Yes,,0
(120)408-0144,brittney89@donaldson.com,503,26-35,Married with Kids,735065,Doctor,Yes,not interested,1
+1-187-924-5303x6444,eric80@yahoo.com,601,51+,Married with Kids,889920,Engineer,No,urgent,1
(580)851-6952,heatherjohnson@yahoo.com,304,51+,Single,427036,Student,Yes,not interested,0
000.581.5616,francisco07@gmail.com,381,51+,Married with Kids,560754,Engineer,No,follow up later,0
962.159.5714x6291,turnerjamie@gmail.com,822,18-25,Married with Kids,608784,Student,No,,1
+1-290-113-8477,michaelking@long.com,389,26-35,Married,616439,Business,Yes,,1
(575)757-1641x8767,ldean@gmail.com,540,26-35,Single,627312,Student,Yes,,0
322-989-3357x85110,cindy34@crosby-tran.com,728,36-50,Married with Kids,452215,Engineer,No,please call back,1
667.011.7793,robersonnancy@gmail.com,425,51+,Married with Kids,875627,Artist,Yes,,1
829-339-6162x55849,fcarrillo@williams.com,345,36-50,Single,385317,Student,No,follow up later,1
(909)180-1111x1555,garciamiranda@chavez.info,840,26-35,Married,268042,Student,No,urgent,1
332-412-3801x092,kvaldez@yahoo.com,551,51+,Married with Kids,134476,Engineer,Yes,not interested,0
+1-321-017-0781,dustinhayes@allen-nelson.com,342,36-50,Single,979796,Student,No,not interested,1
238-260-6760,fowlermichael@alvarez-anderson.info,433,18-25,Married,373928,Business,Yes,not interested,0
+1-946-217-3145x77637,slewis@johnson.com,306,18-25,Married,233719,Engineer,No,follow up later,1
662-906-8064x8088,skinnerrobert@gmail.com,514,26-35,Married with Kids,206873,Business,No,please call back,0
2859286591,bmack@yahoo.com,603,18-25,Single,244816,Engineer,No,not interested,0
285.639.5460x94375,atkinshelen@gmail.com,514,18-25,Married with Kids,702026,Engineer,Yes,not interested,1
+1-634-637-5657x780,ahood@yahoo.com,782,18-25,Married,456419,Doctor,No,not interested,1
+1-383-527-0812x587,timevans@yahoo.com,646,51+,Married with Kids,903102,Business,Yes,not interested,1
+1-784-706-6707,warnerterry@gmail.com,559,36-50,Married with Kids,741197,Engineer,Yes,,1
+1-178-766-1407,travis69@clark.biz,648,18-25,Married with Kids,600618,Engineer,No,urgent,1
681-203-7527x398,karencarter@alvarez.com,786,18-25,Married,555712,Artist,No,not interested,1
170.284.0073x02046,esimon@glover-meadows.info,398,18-25,Single,184321,Business,No,please call back,0
001-417-485-2565,mackenzie06@walker.com,477,36-50,Single,803338,Artist,No,urgent,1
140-054-7225x188,jamie37@yahoo.com,389,18-25,Married,657399,Student,Yes,not interested,0
+1-076-023-3570x905,trujillocassandra@smith-smith.org,754,36-50,Married with Kids,769513,Artist,Yes,please call back,1
077-093-2492,hfrost@johnson.org,427,18-25,Married with Kids,906840,Student,Yes,urgent,1
570.246.0866x2295,loricastro@campbell.org,555,18-25,Married with Kids,699548,Student,Yes,urgent,1
791-602-1032,travis78@gmail.com,668,51+,Married with Kids,258231,Business,No,please call back,1
726-805-2982x11509,kirkpotter@gmail.com,830,26-35,Single,460922,Engineer,No,,1
(354)238-4427x21478,craig26@hotmail.com,720,36-50,Single,729255,Student,Yes,not interested,1
+1-124-332-8352x11825,pwillis@wallace.net,805,36-50,Married,641995,Doctor,Yes,follow up later,1
001-777-279-0269,robert88@weber-zhang.org,709,26-35,Married with Kids,908823,Business,No,not interested,1
695.960.3370x0465,jessicalee@kaufman-moore.com,453,26-35,Married with Kids,321393,Business,No,urgent,1
001-135-613-2639,smithedward@gmail.com,443,51+,Single,139575,Doctor,No,,0
564.109.9706x0675,tsmith@hotmail.com,349,18-25,Single,853781,Doctor,No,not interested,1
945-382-2504x5049,pdavis@hotmail.com,677,51+,Single,709118,Artist,No,follow up later,1
(002)256-8223x25513,sramirez@gmail.com,371,26-35,Married with Kids,846287,Engineer,Yes,urgent,1
001-248-120-2658,tara38@willis-diaz.net,681,26-35,Married,259898,Business,Yes,,0
592.488.3058x3204,thompsondaniel@gmail.com,656,26-35,Single,173248,Business,No,follow up later,0
4146339228,rhondastewart@hotmail.com,483,36-50,Single,226911,Student,Yes,urgent,1
272.734.5610x92279,johnsonkristin@hotmail.com,398,26-35,Married,675010,Business,No,not interested,0
050-283-7144,iescobar@hotmail.com,503,26-35,Single,763089,Engineer,Yes,follow up later,1
154-012-0516,snyderkevin@gmail.com,569,26-35,Married,404570,Business,No,not interested,0
+1-534-580-6944x521,julie15@gmail.com,451,18-25,Married with Kids,896922,Engineer,Yes,,1
(664)223-9662,michael31@hotmail.com,690,51+,Married,674621,Business,Yes,,0
+1-890-879-2803x3699,david72@hotmail.com,626,51+,Married,528749,Artist,No,not interested,0
369-169-8399x78179,david12@hotmail.com,828,36-50,Single,688439,Doctor,Yes,,1
001-963-293-2617x68982,cassidyrodriguez@yahoo.com,684,26-35,Married,943395,Engineer,No,please call back,1
001-903-516-9147x060,sharon51@yahoo.com,463,51+,Married,204143,Student,No,urgent,1
296-983-6783,eric42@jackson-mclean.com,499,51+,Married with Kids,355383,Student,Yes,,1
(511)107-7986,ldavis@gmail.com,760,26-35,Married,632443,Engineer,Yes,please call back,1
641.031.4461x65861,deborahdavis@taylor.biz,469,51+,Married,258353,Student,Yes,urgent,1
624.722.1623,cmedina@duncan.com,694,26-35,Married with Kids,136247,Doctor,Yes,urgent,1
155.152.6216,james27@hotmail.com,702,51+,Married with Kids,785734,Doctor,No,urgent,1
001-753-833-7535x55281,elizabethclayton@lucas.net,646,36-50,Married,789926,Student,No,urgent,1
668-405-5828x924,sweeneyalexandra@bowman.net,386,26-35,Married,590227,Engineer,No,,1
2457826089,sweeneyanita@hines.net,721,51+,Married,730236,Student,No,follow up later,1
821.390.0745x1939,judith54@johnson.com,415,18-25,Single,134174,Business,No,please call back,0
295-104-3422x536,gibsonchristopher@mcclain-browning.net,828,51+,Married,732930,Student,No,not interested,1
+1-746-113-3755x83602,rodriguezjames@hotmail.com,768,51+,Married,323737,Business,Yes,urgent,1
+1-378-221-4284x6244,hcampbell@torres-taylor.com,536,26-35,Single,116889,Engineer,Yes,follow up later,0
4922914977,hensonmegan@yahoo.com,727,26-35,Married,605233,Student,No,please call back,1
455-958-8734x493,stewarttiffany@crane-marshall.com,814,26-35,Married,570333,Student,Yes,not interested,1
+1-395-409-6636x989,oarnold@rios.com,556,26-35,Married,834415,Business,Yes,follow up later,1
(869)930-8701,ubarnes@walters-burton.org,701,36-50,Married with Kids,786025,Doctor,Yes,urgent,1
535.455.1079,michaelflowers@yahoo.com,342,51+,Single,817892,Doctor,No,follow up later,1
+1-956-420-9975x34932,wooddiana@hotmail.com,630,36-50,Single,938193,Doctor,Yes,not interested,1
(527)581-9855,davidcabrera@gilbert.com,649,36-50,Single,367260,Business,No,,1
001-697-806-9174x3586,eugenehernandez@hall.com,764,36-50,Married,732860,Engineer,Yes,follow up later,1
+1-967-031-5958x7174,erica06@rubio.com,375,51+,Married,774075,Engineer,Yes,urgent,1
001-850-644-2473x2829,martindale@yahoo.com,526,51+,Single,694343,Artist,No,not interested,0
001-167-839-0774x7010,browngrant@lynch.com,765,18-25,Single,387608,Artist,No,not interested,1
697-499-1350,john63@gmail.com,573,51+,Single,546496,Artist,No,follow up later,0
(834)331-8440x436,garciaadam@allen.biz,525,51+,Single,811110,Doctor,Yes,not interested,1
(915)708-8195x5511,devincook@hotmail.com,485,26-35,Married,399869,Business,Yes,please call back,1
016.534.9087x9184,johnpatel@hotmail.com,663,26-35,Married,433152,Engineer,Yes,urgent,1
(502)977-3856x98141,dawn77@hotmail.com,590,26-35,Married with Kids,717241,Engineer,No,please call back,1
952.361.4737x329,bsanders@gmail.com,537,51+,Single,331663,Artist,No,,1
001-015-659-3930,rebeccagonzalez@hotmail.com,402,36-50,Married with Kids,622436,Student,No,follow up later,1
(777)529-0417x36475,malikgomez@macias-king.org,638,51+,Married,652988,Student,No,please call back,1
996-710-5660x096,moorejustin@yahoo.com,468,36-50,Married,820796,Business,No,urgent,1
(483)379-1405x34533,hgonzalez@gmail.com,482,36-50,Single,177046,Student,Yes,please call back,0
491.084.2934x917,natalieperez@hotmail.com,558,36-50,Married with Kids,162643,Doctor,Yes,please call back,0
001-502-574-0246x03358,ericabarnett@watson.info,761,26-35,Single,258932,Business,No,please call back,1
976.192.3050x048,qbuckley@barnes-lin.com,356,36-50,Married,614184,Student,Yes,not interested,0
915.783.9355x07825,ystephens@jones.net,757,18-25,Married,398694,Business,No,please call back,1
197.033.0331,craigfernandez@johnson.net,637,18-25,Married with Kids,847208,Engineer,Yes,,1
+1-492-996-1736x89671,perry36@yahoo.com,839,51+,Married,275250,Student,Yes,,1
3304448503,yconner@hotmail.com,747,36-50,Married with Kids,906911,Student,Yes,not interested,1
+1-512-235-3834,rickjohnson@yahoo.com,431,51+,Single,742861,Engineer,No,urgent,1
001-335-053-0935x1121,taguilar@ford.info,309,51+,Married with Kids,876847,Student,Yes,,1
+1-116-837-2485x6327,courtneyparsons@walker.com,444,18-25,Married with Kids,987545,Student,No,follow up later,1
(922)913-3358,elizabethbrown@nguyen.com,820,51+,Single,460228,Student,No,follow up later,1
+1-256-696-3026,joshuaperry@jenkins-wolfe.biz,634,51+,Married with Kids,759575,Artist,No,not interested,1
(958)965-5209,zmorris@yahoo.com,723,18-25,Married,831515,Doctor,Yes,,1
171.146.5669,gibsontabitha@oconnor.com,456,18-25,Married with Kids,434846,Engineer,Yes,please call back,0
+1-044-549-3852x761,andrew44@gmail.com,713,18-25,Married with Kids,614281,Business,Yes,not interested,0
+1-839-010-7233x867,tcarney@yahoo.com,353,18-25,Single,557455,Student,Yes,urgent,1
377-796-3761x2808,james90@rodriguez.com,691,51+,Single,903104,Business,No,not interested,1
(683)922-7246x211,pcraig@smith.com,701,18-25,Single,797749,Doctor,No,urgent,1
(119)776-6056,tylerfrench@yahoo.com,359,36-50,Married with Kids,796640,Student,No,not interested,1
(429)326-1198x37185,toddspencer@hotmail.com,774,18-25,Single,848292,Artist,Yes,,1
943-366-3562x304,ricky02@yahoo.com,587,51+,Married with Kids,418773,Doctor,Yes,please call back,1
(006)089-8965x0524,brianrodriguez@mendez.com,786,36-50,Married with Kids,561772,Engineer,Yes,please call back,1
(017)159-9313,oarnold@stevens.org,332,26-35,Married with Kids,320541,Student,No,urgent,1
001-046-509-7351x344,hpeterson@yahoo.com,630,26-35,Single,612900,Business,Yes,,1
1599177249,ortizryan@yahoo.com,321,26-35,Single,658916,Artist,Yes,not interested,0
001-352-677-2822,kcook@yahoo.com,733,18-25,Married,924948,Student,No,follow up later,1
(997)044-6168x89899,bryan14@reeves-gomez.com,354,18-25,Married,938532,Student,Yes,follow up later,1
517-437-4437x82184,shelby17@meyers-booth.com,659,36-50,Married,850611,Artist,No,please call back,1
001-316-374-6626x4364,nguyenjohn@watkins.net,409,26-35,Single,316560,Business,Yes,,1
996.299.6696x83237,thomaspaul@hotmail.com,707,18-25,Married with Kids,201486,Student,No,follow up later,0
219.943.3162x830,nancypeck@mckinney.net,524,36-50,Single,431557,Business,Yes,follow up later,0
+1-543-622-5571x4343,lewisbrian@murphy-phelps.com,609,51+,Single,650680,Engineer,No,urgent,1
(374)025-3906x4600,tracikane@hotmail.com,570,18-25,Married with Kids,718507,Engineer,Yes,please call back,1
446.036.9524x31069,vincentkent@yahoo.com,337,18-25,Single,547226,Business,No,,0
(916)896-9236x51254,villamathew@serrano.com,464,36-50,Married,610597,Artist,Yes,please call back,0
+1-102-050-8337x152,michelle16@hotmail.com,723,36-50,Married with Kids,976826,Doctor,Yes,please call back,1
752.107.9396,lwall@anderson-ford.net,665,51+,Married,680577,Engineer,Yes,not interested,0
001-996-178-5334x21240,hcarter@porter.com,664,51+,Single,146313,Business,No,,0
815.683.6529x1199,jesus84@wright.com,634,36-50,Single,425176,Engineer,No,,1
406-724-4193x15922,crystalperry@gmail.com,369,18-25,Single,667490,Student,No,,0
001-599-739-0806x50911,heathermartinez@hurst.info,738,26-35,Married,227234,Doctor,Yes,follow up later,1
643.989.6772x0741,garnerkathleen@evans.com,695,18-25,Married with Kids,863920,Student,Yes,not interested,1
001-220-759-7744x73275,crivas@yahoo.com,411,26-35,Single,470715,Artist,No,,1
+1-445-434-9718x658,kellycastro@medina-costa.com,322,51+,Married with Kids,148355,Doctor,Yes,urgent,1
387.855.2354x41712,kristihansen@gmail.com,772,18-25,Married with Kids,990176,Doctor,No,,1
+1-217-003-9367x832,daniel48@yahoo.com,573,26-35,Single,882425,Artist,No,follow up later,1
860.751.7094x706,castrodavid@gmail.com,826,51+,Married with Kids,310313,Student,No,,1
+1-231-228-4271x37585,grayheather@king-johnson.com,316,26-35,Single,323744,Student,No,urgent,1
001-078-095-3821x54510,jeffreyguerrero@cooper-martin.com,842,36-50,Single,693070,Doctor,Yes,please call back,1
578-761-0854x2126,garciagregory@valencia-wagner.info,809,51+,Married,235233,Student,No,please call back,1
001-314-849-3712x611,danielsolivia@eaton.org,763,51+,Single,138285,Engineer,No,follow up later,1
001-415-682-2937,james52@owens-jones.com,814,26-35,Married with Kids,996854,Doctor,Yes,please call back,1
051-543-6529x0831,parkererica@ortiz-jackson.com,431,51+,Married with Kids,233401,Student,Yes,not interested,0
270-068-8553x2718,erik72@sloan-jackson.net,370,26-35,Married with Kids,538629,Business,No,,1
+1-938-388-6703x9670,ruben16@johnson.biz,732,36-50,Married,397044,Student,No,follow up later,0
6703888304,xavier87@hotmail.com,722,18-25,Married with Kids,637563,Doctor,No,please call back,1
001-588-288-2956x798,josephsims@hotmail.com,695,36-50,Single,942578,Student,No,urgent,1
(694)923-2457x6584,xmolina@scott.com,485,51+,Married,688700,Artist,Yes,urgent,1
890.701.6320x6533,robert64@mosley-ferguson.com,701,51+,Married with Kids,399664,Artist,No,follow up later,0
+1-706-301-9325,chad24@flores.org,693,26-35,Married with Kids,805903,Engineer,Yes,,1
4868328444,fuentesmark@perry.biz,810,51+,Married with Kids,618240,Engineer,No,,1
+1-704-374-7620x96718,fletcherrandy@hotmail.com,837,36-50,Married with Kids,144367,Student,No,follow up later,1
+1-147-230-6111,timothy68@ramos-black.com,729,51+,Married,350273,Engineer,No,,0
696.463.9494,brandicurry@wright.info,464,26-35,Married with Kids,104911,Doctor,Yes,,0
280.198.2931,heatherhernandez@romero-vasquez.org,692,18-25,Single,431358,Business,Yes,,1
937.709.8832,sanchezwendy@martin.com,355,26-35,Married with Kids,909944,Business,Yes,not interested,1
674.702.5598x53468,david79@hotmail.com,430,18-25,Married with Kids,268573,Engineer,No,urgent,1
001-672-869-1646,elizabeth52@davis.com,524,26-35,Married with Kids,180210,Artist,Yes,please call back,0
(999)318-4897x490,tonyreeves@escobar.com,455,18-25,Married with Kids,676459,Engineer,No,not interested,0
+1-622-888-1903,shannon40@frank.com,371,36-50,Single,199032,Business,No,not interested,0
(180)841-1974x1874,laura03@smith.com,451,18-25,Married with Kids,954406,Doctor,Yes,follow up later,1
(317)174-6387x34268,sarah75@simmons-wade.com,736,26-35,Single,297863,Artist,Yes,,1
001-213-790-3381x160,victoriamurphy@waters.com,758,18-25,Married with Kids,507750,Student,Yes,urgent,1
672-810-3579x92975,hornmercedes@bowers.com,416,51+,Married with Kids,195073,Doctor,Yes,please call back,0
528-815-0322x126,psmith@lewis.net,480,36-50,Married,794207,Doctor,Yes,please call back,1
(581)100-2647x03184,underwooddebra@ramirez.com,721,36-50,Married with Kids,996820,Engineer,Yes,urgent,1
164.243.7270,emiranda@haynes-davenport.com,414,26-35,Single,479320,Engineer,No,,0
1747223776,jimenezrhonda@carter.info,808,36-50,Married,676980,Student,No,please call back,1
630-253-4163x10913,pamelaford@yahoo.com,821,26-35,Married,946962,Student,No,urgent,1
001-422-100-9838,melindajordan@campbell.info,666,36-50,Married,245341,Artist,Yes,follow up later,1
001-637-388-2318x00750,lawrencevictoria@walter.com,650,51+,Single,461003,Student,Yes,follow up later,0
+1-521-657-8466x46732,lisa78@ward.com,803,51+,Single,159599,Artist,No,please call back,1
001-785-952-1854x764,robert88@keller.com,372,36-50,Married,839887,Student,No,not interested,1
118.442.3698,jonesraymond@gmail.com,736,51+,Married with Kids,394947,Business,Yes,follow up later,0
+1-231-070-1983x889,vedwards@yahoo.com,392,51+,Married,996975,Engineer,No,not interested,1
760.186.0323x9709,madelinewilson@bradshaw-duke.org,782,26-35,Married with Kids,697301,Student,No,please call back,1
001-137-942-7037x6411,shawnsandoval@yahoo.com,642,51+,Married with Kids,770410,Doctor,No,urgent,1
+1-987-436-0341x75258,robert48@gmail.com,374,18-25,Married,179487,Artist,No,follow up later,0
+1-757-953-9665x95420,owenstimothy@gmail.com,604,36-50,Single,612473,Student,Yes,,1
6337412939,stewartkelly@hicks.net,378,51+,Married,595441,Student,Yes,,0
001-030-985-5527,william49@hotmail.com,819,36-50,Single,298868,Engineer,No,please call back,1
916.770.5317,llynch@hotmail.com,454,18-25,Married with Kids,996052,Student,Yes,not interested,1
198.525.0575x1111,scottperez@elliott-frazier.biz,392,51+,Single,573384,Engineer,No,not interested,0
(506)309-9289x85223,nicolemiller@johnson.com,451,18-25,Married,298886,Student,Yes,please call back,0
410-337-0645x0447,daviserika@medina-meyers.info,494,18-25,Single,990023,Doctor,Yes,,1
319.725.6383,stacey62@jones.com,770,51+,Married,874755,Business,Yes,not interested,1
851.303.8829x26573,knightjacob@gmail.com,518,18-25,Married with Kids,923250,Doctor,Yes,urgent,1
216-921-4655,kmalone@hotmail.com,645,36-50,Married,979326,Artist,No,urgent,1
2541183993,roberto74@kennedy-haynes.com,773,51+,Married,618495,Engineer,No,,1
415-739-3261x62466,macdonaldbrian@gmail.com,621,51+,Married with Kids,107406,Business,Yes,,0
+1-985-744-8646x835,cynthiawilliams@brown.com,330,51+,Married with Kids,626967,Business,No,follow up later,0
7983358037,bowenbrandon@williams-kaiser.com,574,18-25,Married,340517,Engineer,No,urgent,1
754.110.5373x495,stacykerr@hotmail.com,759,26-35,Married,851277,Artist,No,please call back,1
6237974317,daisymorris@robinson-ramirez.com,805,51+,Single,289111,Business,Yes,urgent,1
